iter	Passed	Remaining
507	8786	8509
508	8800	8488
509	8814	8468
510	8829	8449
511	8846	8431
512	8869	8419
513	8889	8405
514	8903	8384
515	8917	8364
516	8930	8342
517	8946	8324
518	8959	8303
519	8973	8283
520	8987	8263
521	9006	8246
522	9018	8225
523	9032	8205
524	9046	8185
525	9062	8166
526	9074	8144
527	9088	8124
528	9103	8105
529	9118	8086
530	9135	8069
531	9150	8049
532	9165	8030
533	9180	8011
534	9193	7990
535	9210	7973
536	9224	7952
537	9239	7934
538	9254	7915
539	9269	7896
540	9284	7877
541	9297	7856
542	9312	7837
543	9326	7817
544	9340	7798
545	9355	7778
546	9371	7760
547	9386	7742
548	9401	7723
549	9414	7703
550	9429	7684
551	9444	7665
552	9458	7645
553	9472	7625
554	9490	7609
555	9507	7592
556	9527	7577
557	9542	7558
558	9557	7539
559	9570	7519
560	9586	7501
561	9603	7484
562	9616	7464
563	9630	7445
564	9643	7424
565	9657	7405
566	9671	7386
567	9686	7367
568	9702	7349
569	9716	7329
570	9732	7311
571	9748	7294
572	9763	7275
573	9778	7256
574	9792	7238
575	9809	7220
576	9825	7202
577	9840	7184
578	9855	7166
579	9874	7150
580	9894	7135
581	9913	7120
582	9938	7108
583	9958	7093
584	9972	7074
585	9988	7056
586	10004	7038
587	10027	7026
588	10043	7008
589	10057	6989
590	10074	6971
591	10091	6954
592	10103	6934
593	10120	6917
594	10135	6898
595	10150	6880
596	10162	6860
597	10176	6841
598	10193	6823
599	10206	6804
600	10220	6785
601	10235	6766
602	10252	6749
603	10265	6730
604	10278	6710
605	10292	6691
606	10306	6673
607	10323	6655
608	10347	6643
609	10362	6625
610	10375	6605
611	10391	6588
612	10405	6569
613	10420	6551
614	10434	6532
615	10450	6514
616	10463	6495
617	10476	6475
618	10489	6456
619	10504	6438
620	10519	6419
621	10531	6399
622	10549	6384
623	10566	6366
624	10578	6347
625	10592	6328
626	10606	6309
627	10622	6292
628	10636	6273
629	10651	6255
630	10666	6237
631	10678	6217
632	10691	6198
633	10708	6181
634	10727	6166
635	10745	6149
636	10763	6133
637	10775	6113
638	10789	6095
639	10804	6077
640	10818	6058
641	10834	6041
642	10850	6024
643	10867	6007
644	10884	5990
645	10898	5972
646	10913	5954
647	10926	5935
648	10943	5918
649	10961	5902
650	10974	5883
651	10987	5864
652	11004	5847
653	11018	5829
654	11032	5810
655	11045	5792
656	11062	5775
657	11081	5759
658	11095	5741
659	11110	5723
660	11131	5708
661	11145	5690
662	11160	5672
663	11175	5655
664	11191	5637
665	11206	5619
666	11221	5602
667	11239	5586
668	11254	5568
669	11267	5549
670	11282	5532
671	11296	5513
672	11310	5495
673	11326	5478
674	11340	5460
675	11355	5442
676	11368	5423
677	11385	5407
678	11401	5389
679	11415	5372
680	11431	5354
681	11444	5336
682	11459	5318
683	11473	5300
684	11486	5282
685	11503	5265
686	11517	5247
687	11538	5232
688	11553	5215
689	11567	5197
690	11583	5179
691	11603	5164
692	11621	5148
693	11634	5129
694	11647	5111
695	11659	5092
696	11673	5074
697	11686	5056
698	11701	5038
699	11716	5021
700	11730	5003
701	11744	4985
702	11758	4967
703	11772	4949
704	11785	4931
705	11801	4914
706	11816	4897
707	11832	4880
708	11847	4862
709	11860	4844
710	11875	4827
711	11893	4810
712	11907	4793
713	11925	4777
714	11942	4760
715	11956	4742
716	11971	4725
717	11985	4707
718	11999	4689
719	12013	4671
720	12030	4655
721	12043	4637
722	12058	4620
723	12072	4602
724	12087	4584
725	12100	4566
726	12122	4552
727	12136	4534
728	12149	4516
729	12163	4498
730	12175	4480
731	12189	4462
732	12204	4445
733	12219	4428
734	12234	4411
735	12249	4393
736	12264	4376
737	12278	4359
738	12292	4341
739	12308	4324
740	12329	4309
741	12346	4293
742	12359	4275
743	12376	4258
744	12388	4240
745	12407	4224
746	12420	4206
747	12433	4188
748	12449	4171
749	12464	4154
750	12478	4137
751	12493	4120
752	12507	4102
753	12520	4084
754	12533	4067
755	12549	4050
756	12564	4033
757	12579	4016
758	12591	3998
759	12605	3980
760	12620	3963
761	12640	3948
762	12656	3931
763	12671	3914
764	12685	3896
765	12700	3879
766	12714	3862
767	12733	3846
768	12747	3829
769	12765	3813
770	12780	3795
771	12793	3778
772	12807	3760
773	12822	3744
774	12836	3726
775	12849	3709
776	12867	3693
777	12882	3675
778	12897	3658
779	12911	3641
780	12924	3624
781	12938	3606
782	12954	3590
783	12969	3573
784	12986	3556
785	13000	3539
786	13015	3522
787	13028	3505
788	13042	3488
789	13056	3470
790	13069	3453
791	13085	3436
792	13099	3419
793	13113	3402
794	13129	3385
795	13143	3368
796	13163	3352
797	13177	3335
798	13194	3319
799	13208	3302
800	13221	3284
801	13235	3267
802	13250	3250
803	13264	3233
804	13278	3216
805	13294	3199
806	13308	3182
807	13322	3165
808	13336	3148
809	13349	3131
810	13363	3114
811	13377	3097
812	13391	3080
813	13405	3063
814	13420	3046
815	13436	3029
816	13450	3012
817	13463	2995
818	13478	2978
819	13493	2962
820	13509	2945
821	13525	2928
822	13540	2912
823	13557	2895
824	13570	2878
825	13586	2862
826	13598	2844
827	13614	2828
828	13628	2811
829	13642	2794
830	13657	2777
831	13670	2760
832	13691	2744
833	13708	2728
834	13724	2711
835	13735	2694
836	13750	2677
837	13764	2660
838	13777	2643
839	13791	2626
840	13807	2610
841	13823	2593
842	13843	2578
843	13857	2561
844	13873	2544
845	13887	2528
846	13902	2511
847	13927	2496
848	13941	2479
849	13956	2462
850	13970	2446
851	13984	2429
852	13998	2412
853	14014	2395
854	14041	2381
855	14056	2364
856	14070	2347
857	14084	2330
858	14098	2314
859	14112	2297
860	14126	2280
861	14143	2264
862	14156	2247
863	14172	2230
864	14186	2214
865	14204	2197
866	14221	2181
867	14238	2165
868	14254	2148
869	14269	2132
870	14284	2115
871	14298	2098
872	14318	2082
873	14335	2066
874	14349	2049
875	14363	2033
876	14377	2016
877	14390	1999
878	14404	1982
879	14419	1966
880	14437	1950
881	14450	1933
882	14465	1916
883	14479	1899
884	14494	1883
885	14507	1866
886	14520	1849
887	14535	1833
888	14550	1816
889	14566	1800
890	14581	1783
891	14595	1767
892	14607	1750
893	14623	1733
894	14638	1717
895	14652	1700
896	14667	1684
897	14680	1667
898	14696	1651
899	14717	1635
900	14734	1618
901	14747	1602
902	14767	1586
903	14780	1569
904	14795	1553
905	14809	1536
906	14821	1519
907	14836	1503
908	14850	1486
909	14864	1470
910	14879	1453
911	14894	1437
912	14908	1420
913	14920	1403
914	14937	1387
915	14952	1371
916	14967	1354
917	14982	1338
918	14997	1321
919	15010	1305
920	15024	1288
921	15037	1272
922	15052	1255
923	15067	1239
924	15083	1222
925	15098	1206
926	15116	1190
927	15130	1173
928	15145	1157
929	15157	1140
930	15172	1124
931	15187	1108
932	15201	1091
933	15215	1075
934	15230	1058
935	15245	1042
936	15263	1026
937	15277	1009
938	15293	993
939	15308	977
940	15321	960
941	15336	944
942	15351	927
943	15365	911
944	15379	895
945	15394	878
946	15409	862
947	15422	845
948	15435	829
949	15454	813
950	15468	797
951	15483	780
952	15500	764
953	15519	748
954	15532	731
955	15549	715
956	15564	699
957	15578	682
958	15592	666
959	15607	650
960	15619	633
961	15633	617
962	15649	601
963	15663	584
964	15677	568
965	15690	552
966	15706	536
967	15723	519
968	15735	503
969	15751	487
970	15766	470
971	15784	454
972	15798	438
973	15811	422
974	15828	405
975	15843	389
976	15856	373
977	15874	357
978	15887	340
979	15908	324
980	15923	308
981	15937	292
982	15953	275
983	15967	259
984	15980	243
985	15994	227
986	16006	210
987	16019	194
988	16032	178
989	16047	162
990	16060	145
991	16075	129
992	16086	113
993	16100	97
994	16114	80
995	16130	64
996	16144	48
997	16157	32
998	16172	16
999	16186	0
