iter	Logloss
559	0.08423954146
560	0.08413223658
561	0.08405005639
562	0.08390849739
563	0.08386160091
564	0.08380284903
565	0.08374752335
566	0.08369014492
567	0.08362348707
568	0.08352609051
569	0.08343216377
570	0.08332433928
571	0.08325059265
572	0.0831357202
573	0.08301733185
574	0.08292907716
575	0.08283416125
576	0.08275217079
577	0.08265941911
578	0.08257772052
579	0.08244773226
580	0.08243024911
581	0.08236043686
582	0.08228310659
583	0.0822044682
584	0.08211855261
585	0.08203188234
586	0.0819192299
587	0.08185105374
588	0.08174275575
589	0.08168511219
590	0.08160855349
591	0.08151372253
592	0.08139343782
593	0.08134229185
594	0.08124579195
595	0.08119975502
596	0.08113124927
597	0.08107596166
598	0.08099809385
599	0.0808583472
600	0.08079905235
601	0.08077690346
602	0.08067034791
603	0.08060123498
604	0.08051678664
605	0.08048681738
606	0.08042924734
607	0.08036112724
608	0.08028623955
609	0.08021141607
610	0.08014306548
611	0.08007553807
612	0.0799772434
613	0.07991449436
614	0.0798466259
615	0.07975530155
616	0.07962503371
617	0.07956709864
618	0.07949714342
619	0.07942633799
620	0.079409696
621	0.07934907549
622	0.07928757873
623	0.07925993312
624	0.07921178741
625	0.07916434571
626	0.07906567633
627	0.07900653702
628	0.07889203401
629	0.07880955769
630	0.07873404435
631	0.07862997719
632	0.07858705203
633	0.07853530329
634	0.07849658484
635	0.07839371608
636	0.07829352519
637	0.07824032688
638	0.07815312624
639	0.07809822725
640	0.07802130015
641	0.07796217621
642	0.07793447014
643	0.07785172176
644	0.07779949157
645	0.07768481305
646	0.077632873
647	0.07761895913
648	0.07756339671
649	0.0774703072
650	0.07746410305
651	0.0774158208
652	0.07736834823
653	0.0773023856
654	0.07728307667
655	0.07727494362
656	0.07726106663
657	0.07717683645
658	0.0770916644
659	0.07705354375
660	0.07694678748
661	0.07684964217
662	0.07679789876
663	0.076738184
664	0.07666248614
665	0.07659987023
666	0.07655012854
667	0.07647713767
668	0.07638781725
669	0.07635230621
670	0.07633781966
671	0.07624591552
672	0.07617734722
673	0.07610962505
674	0.07603271397
675	0.07594283281
676	0.0758676098
677	0.07577632735
678	0.07576378089
679	0.07572135718
680	0.07565828154
681	0.07557232102
682	0.07548249061
683	0.07541120293
684	0.07533053493
685	0.0752627799
686	0.07520837073
687	0.07513270967
688	0.07506745111
689	0.07500353565
690	0.07494508446
691	0.07486404438
692	0.07483949943
693	0.07479596127
694	0.07476539469
695	0.0747456371
696	0.07469747183
697	0.07468564513
698	0.07463706096
699	0.07460977288
700	0.07455054515
701	0.07447776087
702	0.07441385214
703	0.07435434716
704	0.074286998
705	0.07424444614
706	0.07420389915
707	0.07411528258
708	0.07406782216
709	0.07403370777
710	0.07394994638
711	0.0738694391
712	0.07381555658
713	0.07379101335
714	0.07377446529
715	0.07374377751
716	0.07366845129
717	0.07362935632
718	0.07358837867
719	0.07351811119
720	0.07345838079
721	0.07341428117
722	0.07332924874
723	0.073301884
724	0.07322870749
725	0.0731668371
726	0.07311282371
727	0.0730871474
728	0.07303701157
729	0.07299956874
730	0.07294690692
731	0.07292252363
732	0.07291170518
733	0.07288871461
734	0.07283892493
735	0.07274313742
736	0.0726641818
737	0.07262284686
738	0.07256371279
739	0.07244708519
740	0.07242633696
741	0.0723684177
742	0.07232679349
743	0.07225941136
744	0.07213613704
745	0.07204939061
746	0.07199606767
747	0.07198170364
748	0.0719361126
749	0.07184067126
750	0.07181557357
751	0.07175013924
752	0.07167572762
753	0.07163371653
754	0.07160078734
755	0.07149312509
756	0.07142443619
757	0.07138347366
758	0.07135351103
759	0.07131306643
760	0.07124163716
761	0.07115267989
762	0.07108348413
763	0.07104186201
764	0.07100420401
765	0.07093749229
766	0.07082671419
767	0.07077935679
768	0.07072000175
769	0.0706618901
770	0.07057677003
771	0.07053946017
772	0.07048488658
773	0.07042398992
774	0.07039543337
775	0.07034722326
776	0.07030195399
777	0.07025548238
778	0.07020447617
779	0.07014284812
780	0.0701155027
781	0.0700434054
782	0.07003119101
783	0.06995514852
784	0.06991619007
785	0.06985770536
786	0.0697913144
787	0.06973952723
788	0.06971884173
789	0.06969586365
790	0.06965685556
791	0.0695491595
792	0.06951777239
793	0.06944437576
794	0.06940664391
795	0.06935710242
796	0.06929150676
797	0.06926490819
798	0.06917885389
799	0.06912331181
800	0.06909029555
801	0.06904012879
802	0.06898568496
803	0.06894610984
804	0.06890836383
805	0.06880729715
806	0.0687719886
807	0.06872081139
808	0.06869471022
809	0.06864630583
810	0.06860593136
811	0.06859147509
812	0.06857100751
813	0.06853395877
814	0.06850404512
815	0.06844984413
816	0.06840919762
817	0.0683959385
818	0.06837414992
819	0.06831572234
820	0.0682616239
821	0.06817926683
822	0.06810701518
823	0.06806505088
824	0.068037756
825	0.06799018891
826	0.06796671135
827	0.06793614882
828	0.06788099809
829	0.06784336213
830	0.06776901491
831	0.0677476657
832	0.06768342992
833	0.06764711416
834	0.0675950466
835	0.06753146949
836	0.06746917485
837	0.06742029397
838	0.06739375104
839	0.06732997067
840	0.06731501082
841	0.06728342409
842	0.06724480138
843	0.06719467188
844	0.06711468331
845	0.06701433616
846	0.06698292843
847	0.06693454632
848	0.06687109584
849	0.06680894758
850	0.06679582575
851	0.06671724701
852	0.06665245501
853	0.06659723178
854	0.06658166967
855	0.06656106637
856	0.06651485798
857	0.06646351115
858	0.06642009361
859	0.06634113849
860	0.06629586543
861	0.06622465783
862	0.06616450246
863	0.06611405098
864	0.0660628674
865	0.06598488248
866	0.06595022389
867	0.06588136696
868	0.06582305787
869	0.06576918606
870	0.06572945046
871	0.06569552124
872	0.06565527021
873	0.06558307443
874	0.06557439602
875	0.06554275128
876	0.0654902927
877	0.06547748308
878	0.06542879325
879	0.06540133466
880	0.06535168163
881	0.06531065838
882	0.06530062907
883	0.06525426271
884	0.06521246433
885	0.06517314818
886	0.0651535842
887	0.06510874791
888	0.06503115146
889	0.06496807929
890	0.06491140674
891	0.06489798728
892	0.0648527923
893	0.06481304772
894	0.06475742596
895	0.06474573246
896	0.0646978793
897	0.06463156686
898	0.06458673498
899	0.06452321962
900	0.06448714197
901	0.06439107481
902	0.0643519908
903	0.06430299182
904	0.06423402867
905	0.06417298193
906	0.06411859405
907	0.06407842847
908	0.06403879755
909	0.06400759361
910	0.06397623685
911	0.06396364804
912	0.06392910238
913	0.06387510146
914	0.06383683973
915	0.06376926114
916	0.06372660879
917	0.06369392436
918	0.06366923361
919	0.0636353965
920	0.06357922165
921	0.06355791346
922	0.06349148809
923	0.06346719115
924	0.06344543917
925	0.06340032147
926	0.06336374359
927	0.06328353068
928	0.06324838183
929	0.06323623378
930	0.06320182005
931	0.06319564553
932	0.06315963642
933	0.06311634768
934	0.06306251125
935	0.06302184274
936	0.06298150585
937	0.06294183897
938	0.06293419663
939	0.0629154497
940	0.06288176785
941	0.06282409756
942	0.06276201667
943	0.06272858892
944	0.06268981207
945	0.06267516039
946	0.06261699655
947	0.06254846867
948	0.06251483115
949	0.06248443759
950	0.06243952433
951	0.06239532187
952	0.06235785761
953	0.06231075284
954	0.06226889113
955	0.0622231299
956	0.06218485257
957	0.0621369547
958	0.06207451309
959	0.06202064093
960	0.06197634971
961	0.06193121743
962	0.06189117697
963	0.06186473824
964	0.0618034095
965	0.06174434122
966	0.06169824562
967	0.06165638183
968	0.06164538457
969	0.06162187658
970	0.06160003581
971	0.06158539606
972	0.06154241604
973	0.06151524582
974	0.06144480017
975	0.06137858954
976	0.06134102644
977	0.06128864332
978	0.06125466735
979	0.0612074193
980	0.06112897385
981	0.06109087193
982	0.06103469542
983	0.06101164655
984	0.06099639609
985	0.06097509841
986	0.06096362891
987	0.06094103644
988	0.06093075888
989	0.06089605911
990	0.06088737964
991	0.06086721663
992	0.0607950696
993	0.06076804473
994	0.06071309174
995	0.06067171374
996	0.06062968361
997	0.06058760805
998	0.06055276908
999	0.06053061594
